curve,x,y
1:1 - circle/ellipse (delta = pi/4),-0.44309664825739886,0.32058609243454234
1:1 - circle/ellipse (delta = pi/4),-0.45013257649047694,0.3131275022384919
1:1 - circle/ellipse (delta = pi/4),-0.45714066888016586,0.3056495484847512
1:1 - circle/ellipse (delta = pi/4),-0.4641204920515614,0.2981526936040805
1:1 - circle/ellipse (delta = pi/4),-0.4710716143779055,0.29063740119607073
1:1 - circle/ellipse (delta = pi/4),-0.4779936060072774,0.2831041360004756
1:1 - circle/ellipse (delta = pi/4),-0.4848860388891768,0.2755533638684704
1:1 - circle/ellipse (delta = pi/4),-0.49174848680099165,0.26798555173384686
1:1 - circle/ellipse (delta = pi/4),-0.4985805253743575,0.2604011675841366
1:1 - circle/ellipse (delta = pi/4),-0.5053817321213991,0.25280068043167164
1:1 - circle/ellipse (delta = pi/4),-0.512151686460857,0.24518456028458127
1:1 - circle/ellipse (delta = pi/4),-0.5188899697440966,0.2375532781177257
1:1 - circle/ellipse (delta = pi/4),-0.5255961652809958,0.22990730584357372
1:1 - circle/ellipse (delta = pi/4),-0.5322698583657136,0.22224711628301827
1:1 - circle/ellipse (delta = pi/4),-0.5389106363023349,0.21457318313613816
1:1 - circle/ellipse (delta = pi/4),-0.5455180884303915,0.20688598095290467
1:1 - circle/ellipse (delta = pi/4),-0.5520918061502564,0.19918598510383628
1:1 - circle/ellipse (delta = pi/4),-0.5586313829484133,0.1914736717506004
1:1 - circle/ellipse (delta = pi/4),-0.5651364144225919,0.18374951781657037
1:1 - circle/ellipse (delta = pi/4),-0.5716064983067781,0.17601400095733138
1:1 - circle/ellipse (delta = pi/4),-0.5780412344960892,0.16826759953114295
1:1 - circle/ellipse (delta = pi/4),-0.584440225071516,0.16051079256935802
1:1 - circle/ellipse (delta = pi/4),-0.5908030743245304,0.1527440597467983
1:1 - circle/ellipse (delta = pi/4),-0.5971293887815543,0.14496788135209432
1:1 - circle/ellipse (delta = pi/4),-0.6034187772282931,0.1371827382579828
1:1 - circle/ellipse (delta = pi/4),-0.6096708507339271,0.12938911189157043
1:1 - circle/ellipse (delta = pi/4),-0.6158852226751638,0.1215874842045628
1:1 - circle/ellipse (delta = pi/4),-0.6220615087601448,0.11377833764346126
1:1 - circle/ellipse (delta = pi/4),-0.628199327052212,0.10596215511972708
1:1 - circle/ellipse (delta = pi/4),-0.6342982979935248,0.09813941997992123
1:1 - circle/ellipse (delta = pi/4),-0.6403580444285317,0.09031061597581287
1:1 - circle/ellipse (delta = pi/4),-0.6463781916272944,0.08247622723446492
1:1 - circle/ellipse (delta = pi/4),-0.6523583673086595,0.07463673822829649
1:1 - circle/ellipse (delta = pi/4),-0.6582982016632815,0.0667926337451217
1:1 - circle/ellipse (delta = pi/4),-0.6641973273764901,0.05894439885817349
1:1 - circle/ellipse (delta = pi/4),-0.6700553796510054,0.05109251889610524
1:1 - circle/ellipse (delta = pi/4),-0.6758719962294966,0.04323747941297892
1:1 - circle/ellipse (delta = pi/4),-0.6816468174169831,0.0353797661582392
1:1 - circle/ellipse (delta = pi/4),-0.6873794861030798,0.027519865046673385
1:1 - circle/ellipse (delta = pi/4),-0.6930696477840774,0.01965826212836542
1:1 - circle/ellipse (delta = pi/4),-0.6987169505848672,0.01179544355863722
1:1 - circle/ellipse (delta = pi/4),-0.7043210452806993,0.003931895567985599
1:1 - circle/ellipse (delta = pi/4),-0.7098815853187793,-0.0039318955679857985
1:1 - circle/ellipse (delta = pi/4),-0.7153982268396981,-0.011795443558636974
1:1 - circle/ellipse (delta = pi/4),-0.720870628698697,-0.01965826212836518
1:1 - circle/ellipse (delta = pi/4),-0.7262984524867623,-0.02751986504667314
1:1 - circle/ellipse (delta = pi/4),-0.7316813625515535,-0.03537976615823896
1:1 - circle/ellipse (delta = pi/4),-0.7370190260181589,-0.04323747941297912
1:1 - circle/ellipse (delta = pi/4),-0.7423111128096809,-0.051092518896105
1:1 - circle/ellipse (delta = pi/4),-0.7475572956676481,-0.05894439885817325
1:1 - circle/ellipse (delta = pi/4),-0.7527572501722513,-0.06679263374512145
1:1 - circle/ellipse (delta = pi/4),-0.7579106547624066,-0.07463673822829624
1:1 - circle/ellipse (delta = pi/4),-0.7630171907556398,-0.08247622723446513
1:1 - circle/ellipse (delta = pi/4),-0.7680765423677948,-0.09031061597581308
1:1 - circle/ellipse (delta = pi/4),-0.7730883967325582,-0.098139419979921
1:1 - circle/ellipse (delta = pi/4),-0.7780524439208119,-0.10596215511972684
1:1 - circle/ellipse (delta = pi/4),-0.7829683769597927,-0.11377833764346101
1:1 - circle/ellipse (delta = pi/4),-0.7878358918520808,-0.121587484204563
1:1 - circle/ellipse (delta = pi/4),-0.7926546875943961,-0.12938911189157062
1:1 - circle/ellipse (delta = pi/4),-0.7974244661962105,-0.13718273825798255
1:1 - circle/ellipse (delta = pi/4),-0.8021449326981799,-0.14496788135209407
1:1 - circle/ellipse (delta = pi/4),-0.8068157951903787,-0.15274405974679806
1:1 - circle/ellipse (delta = pi/4),-0.8114367648303563,-0.16051079256935777
1:1 - circle/ellipse (delta = pi/4),-0.8160075558609965,-0.16826759953114315
1:1 - circle/ellipse (delta = pi/4),-0.8205278856281875,-0.1760140009573316
1:1 - circle/ellipse (delta = pi/4),-0.8249974745983024,-0.18374951781657012
1:1 - circle/ellipse (delta = pi/4),-0.8294160463754864,-0.19147367175060015
1:1 - circle/ellipse (delta = pi/4),-0.8337833277187466,-0.19918598510383606
1:1 - circle/ellipse (delta = pi/4),-0.8380990485588512,-0.20688598095290486
1:1 - circle/ellipse (delta = pi/4),-0.8423629420150278,-0.21457318313613835
1:1 - circle/ellipse (delta = pi/4),-0.8465747444114685,-0.22224711628301805
1:1 - circle/ellipse (delta = pi/4),-0.8507341952936368,-0.22990730584357347
1:1 - circle/ellipse (delta = pi/4),-0.8548410374443718,-0.23755327811772547
1:1 - circle/ellipse (delta = pi/4),-0.8588950168997954,-0.24518456028458102
1:1 - circle/ellipse (delta = pi/4),-0.8628958829650162,-0.2528006804316718
1:1 - circle/ellipse (delta = pi/4),-0.8668433882296327,-0.2604011675841368
1:1 - circle/ellipse (delta = pi/4),-0.8707372885830345,-0.26798555173384664
1:1 - circle/ellipse (delta = pi/4),-0.8745773432294957,-0.2755533638684702
1:1 - circle/ellipse (delta = pi/4),-0.8783633147030672,-0.2831041360004754
1:1 - circle/ellipse (delta = pi/4),-0.8820949688822595,-0.29063740119607095
1:1 - circle/ellipse (delta = pi/4),-0.885772075004522,-0.29815269360408064
1:1 - circle/ellipse (delta = pi/4),-0.8893944056805138,-0.30564954848475095
1:1 - circle/ellipse (delta = pi/4),-0.8929617369081636,-0.3131275022384917
1:1 - circle/ellipse (delta = pi/4),-0.8964738480865232,-0.32058609243454206
1:1 - circle/ellipse (delta = pi/4),-0.899930522029408,-0.3280248578395691
1:1 - circle/ellipse (delta = pi/4),-0.9033315449788281,-0.335443338446189
1:1 - circle/ellipse (delta = pi/4),-0.9066767066182081,-0.3428410755014137
1:1 - circle/ellipse (delta = pi/4),-0.9099658000853913,-0.35021761153502107
1:1 - circle/ellipse (delta = pi/4),-0.9131986219854332,-0.35757249038784217
1:1 - circle/ellipse (delta = pi/4),-0.9163749724031776,-0.36490525723997164
1:1 - circle/ellipse (delta = pi/4),-0.9194946549156204,-0.3722154586388926
1:1 - circle/ellipse (delta = pi/4),-0.922557476604057,-0.37950264252751814
1:1 - circle/ellipse (delta = pi/4),-0.9255632480660102,-0.38676635827214545
1:1 - circle/ellipse (delta = pi/4),-0.9285117834269448,-0.3940061566903246
1:1 - circle/ellipse (delta = pi/4),-0.9314029003517601,-0.40122159007863306
1:1 - circle/ellipse (delta = pi/4),-0.9342364200560661,-0.4084122122403627
1:1 - circle/ellipse (delta = pi/4),-0.9370121673172401,-0.41557757851311233
1:1 - circle/ellipse (delta = pi/4),-0.9397299704852616,-0.4227172457962845
1:1 - circle/ellipse (delta = pi/4),-0.9423896614933273,-0.4298307725784882
1:1 - circle/ellipse (delta = pi/4),-0.944991075868243,-0.4369177189648391
1:1 - circle/ellipse (delta = pi/4),-0.9475340527405963,-0.4439776467041641
1:1 - circle/ellipse (delta = pi/4),-0.9500184348547038,-0.4510101192161019
1:1 - circle/ellipse (delta = pi/4),-0.9524440685783362,-0.45801470161810076
1:1 - circle/ellipse (delta = pi/4),-0.954810803912217,-0.4649909607523109
1:1 - circle/ellipse (delta = pi/4),-0.957118494499301,-0.47193846521237237
1:1 - circle/ellipse (delta = pi/4),-0.9593669976338225,-0.4788567853700903
1:1 - circle/ellipse (delta = pi/4),-0.961556174270122,-0.4857454934020045
1:1 - circle/ellipse (delta = pi/4),-0.9636858890312435,-0.4926041633158453
1:1 - circle/ellipse (delta = pi/4),-0.9657560102173064,-0.499432370976876
1:1 - circle/ellipse (delta = pi/4),-0.9677664098136498,-0.506229694134123
1:1 - circle/ellipse (delta = pi/4),-0.9697169634987488,-0.5129957124464847
1:1 - circle/ellipse (delta = pi/4),-0.9716075506519023,-0.5197300075087268
1:1 - circle/ellipse (delta = pi/4),-0.9734380543606929,-0.5264321628773558
1:1 - circle/ellipse (delta = pi/4),-0.9752083614282149,-0.5331017640963717
1:1 - circle/ellipse (delta = pi/4),-0.976918362380076,-0.5397383987228966
1:1 - circle/ellipse (delta = pi/4),-0.9785679514711667,-0.5463416563526822
1:1 - circle/ellipse (delta = pi/4),-0.980157026692199,-0.552911128645486
1:1 - circle/ellipse (delta = pi/4),-0.981685489776015,-0.5594464093503246
1:1 - circle/ellipse (delta = pi/4),-0.9831532462036635,-0.5659470943305952
1:1 - circle/ellipse (delta = pi/4),-0.9845602052102449,-0.5724127815890674
1:1 - circle/ellipse (delta = pi/4),-0.9859062797905245,-0.5788430712927427
1:1 - circle/ellipse (delta = pi/4),-0.987191386704312,-0.5852375657975791
1:1 - circle/ellipse (delta = pi/4),-0.9884154464816101,-0.5915958696730813
1:1 - circle/ellipse (delta = pi/4),-0.9895783834275277,-0.5979175897267542
1:1 - circle/ellipse (delta = pi/4),-0.9906801256269615,-0.6042023350284174
1:1 - circle/ellipse (delta = pi/4),-0.9917206049490433,-0.6104497169343794
1:1 - circle/ellipse (delta = pi/4),-0.9926997570513526,-0.616659349111473
1:1 - circle/ellipse (delta = pi/4),-0.9936175213838963,-0.6228308475609431
1:1 - circle/ellipse (delta = pi/4),-0.9944738411928516,-0.6289638306421949
1:1 - circle/ellipse (delta = pi/4),-0.9952686635240774,-0.6350579190963931
1:1 - circle/ellipse (delta = pi/4),-0.9960019392263878,-0.6411127360699157
1:1 - circle/ellipse (delta = pi/4),-0.9966736229545919,-0.6471279071376586
1:1 - circle/ellipse (delta = pi/4),-0.9972836731722979,-0.6531030603261885
1:1 - circle/ellipse (delta = pi/4),-0.9978320521544818,-0.6590378261367464
1:1 - circle/ellipse (delta = pi/4),-0.9983187259898197,-0.664931837568097
1:1 - circle/ellipse (delta = pi/4),-0.9987436645827857,-0.6707847301392232
1:1 - circle/ellipse (delta = pi/4),-0.9991068416555126,-0.6765961419118669
1:1 - circle/ellipse (delta = pi/4),-0.9994082347494166,-0.6823657135129086
1:1 - circle/ellipse (delta = pi/4),-0.9996478252265867,-0.6880930881565926
1:1 - circle/ellipse (delta = pi/4),-0.9998255982709368,-0.6937779116665899
1:1 - circle/ellipse (delta = pi/4),-0.9999415428891218,-0.6994198324978993
1:1 - circle/ellipse (delta = pi/4),-0.9999956519112184,-0.7050185017585879
1:1 - circle/ellipse (delta = pi/4),-0.9999879219911673,-0.7105735732313665
1:1 - circle/ellipse (delta = pi/4),-0.9999183536069804,-0.7160847033949975
1:1 - circle/ellipse (delta = pi/4),-0.9997869510607119,-0.7215515514455398
1:1 - circle/ellipse (delta = pi/4),-0.9995937224781916,-0.7269737793174231
1:1 - circle/ellipse (delta = pi/4),-0.9993386798085224,-0.7323510517043536
1:1 - circle/ellipse (delta = pi/4),-0.999021838823342,-0.7376830360800496
1:1 - circle/ellipse (delta = pi/4),-0.9986432191158467,-0.7429694027188043
1:1 - circle/ellipse (delta = pi/4),-0.9982028440995808,-0.7482098247158752
1:1 - circle/ellipse (delta = pi/4),-0.9977007410069877,-0.7534039780077006
1:1 - circle/ellipse (delta = pi/4),-0.9971369408877263,-0.7585515413919391
1:1 - circle/ellipse (delta = pi/4),-0.9965114786067516,-0.7636521965473319
1:1 - circle/ellipse (delta = pi/4),-0.9958243928421572,-0.7687056280533893
1:1 - circle/ellipse (delta = pi/4),-0.9950757260827848,-0.7737115234098928
1:1 - circle/ellipse (delta = pi/4),-0.9942655246255964,-0.7786695730562238
1:1 - circle/ellipse (delta = pi/4),-0.9933938385728103,-0.7835794703905042
1:1 - circle/ellipse (delta = pi/4),-0.9924607218288048,-0.7884409117885557
1:1 - circle/ellipse (delta = pi/4),-0.991466232096783,-0.7932535966226788
1:1 - circle/ellipse (delta = pi/4),-0.9904104308752052,-0.7980172272802394
1:1 - circle/ellipse (delta = pi/4),-0.9892933834539861,-0.8027315091820766
1:1 - circle/ellipse (delta = pi/4),-0.9881151589104566,-0.8073961508007172
1:1 - circle/ellipse (delta = pi/4),-0.9868758301050934,-0.8120108636784031
1:1 - circle/ellipse (delta = pi/4),-0.9855754736770115,-0.8165753624449318
1:1 - circle/ellipse (delta = pi/4),-0.9842141700392268,-0.8210893648352996
1:1 - circle/ellipse (delta = pi/4),-0.9827920033736823,-0.8255525917071608
1:1 - circle/ellipse (delta = pi/4),-0.9813090616260421,-0.8299647670580873
1:1 - circle/ellipse (delta = pi/4),-0.9797654365002545,-0.8343256180426356
1:1 - circle/ellipse (delta = pi/4),-0.9781612234528788,-0.8386348749892224
1:1 - circle/ellipse (delta = pi/4),-0.9764965216871847,-0.842892271416797
1:1 - circle/ellipse (delta = pi/4),-0.9747714341470156,-0.8470975440513242
1:1 - circle/ellipse (delta = pi/4),-0.9729860675104242,-0.8512504328420611
1:1 - circle/ellipse (delta = pi/4),-0.9711405321830746,-0.8553506809776421
1:1 - circle/ellipse (delta = pi/4),-0.9692349422914152,-0.8593980349019577
1:1 - circle/ellipse (delta = pi/4),-0.9672694156756217,-0.8633922443298336
1:1 - circle/ellipse (delta = pi/4),-0.9652440738823092,-0.8673330622625111
1:1 - circle/ellipse (delta = pi/4),-0.9631590421570163,-0.8712202450029174
1:1 - circle/ellipse (delta = pi/4),-0.96101444943646,-0.8750535521707392
1:1 - circle/ellipse (delta = pi/4),-0.9588104283405615,-0.8788327467172861
1:1 - circle/ellipse (delta = pi/4),-0.9565471151642473,-0.882557594940148
1:1 - circle/ellipse (delta = pi/4),-0.9542246498690179,-0.8862278664976505
1:1 - circle/ellipse (delta = pi/4),-0.9518431760742952,-0.8898433344230955
1:1 - circle/ellipse (delta = pi/4),-0.9494028410485397,-0.8934037751387992
1:1 - circle/ellipse (delta = pi/4),-0.9469037957001436,-0.8969089684699174
1:1 - circle/ellipse (delta = pi/4),-0.9443461945681002,-0.9003586976580592
1:1 - circle/ellipse (delta = pi/4),-0.9417301958124451,-0.903752749374694
1:1 - circle/ellipse (delta = pi/4),-0.939055961204478,-0.9070909137343407
1:1 - circle/ellipse (delta = pi/4),-0.9363236561167568,-0.9103729843075494
1:1 - circle/ellipse (delta = pi/4),-0.9335334495128721,-0.9135987581336658
1:1 - circle/ellipse (delta = pi/4),-0.9306855139369996,-0.9167680357333806
1:1 - circle/ellipse (delta = pi/4),-0.9277800255032277,-0.9198806211210684
1:1 - circle/ellipse (delta = pi/4),-0.9248171638846694,-0.9229363218169037
1:1 - circle/ellipse (delta = pi/4),-0.921797112302349,-0.9259349488587671
1:1 - circle/ellipse (delta = pi/4),-0.9187200575138742,-0.9288763168139275
1:1 - circle/ellipse (delta = pi/4),-0.9155861898018852,-0.9317602437905115
1:1 - circle/ellipse (delta = pi/4),-0.9123957029622884,-0.9345865514487505
1:1 - circle/ellipse (delta = pi/4),-0.9091487942922734,-0.9373550650120082
1:1 - circle/ellipse (delta = pi/4),-0.90584566457811,-0.9400656132775906
1:1 - circle/ellipse (delta = pi/4),-0.9024865180827343,-0.9427180286273312
1:1 - circle/ellipse (delta = pi/4),-0.8990715625331149,-0.9453121470379575
1:1 - circle/ellipse (delta = pi/4),-0.8956010091074086,-0.947847808091234
1:1 - circle/ellipse (delta = pi/4),-0.8920750724219015,-0.9503248549838812
1:1 - circle/ellipse (delta = pi/4),-0.8884939705177358,-0.952743134537274
1:1 - circle/ellipse (delta = pi/4),-0.8848579248474286,-0.9551024972069124
1:1 - circle/ellipse (delta = pi/4),-0.8811671602611751,-0.9574027970916705
1:1 - circle/ellipse (delta = pi/4),-0.8774219049929448,-0.9596438919428187
1:1 - circle/ellipse (delta = pi/4),-0.8736223906463697,-0.961825643172819
1:1 - circle/ellipse (delta = pi/4),-0.8697688521804182,-0.963947915863897
1:1 - circle/ellipse (delta = pi/4),-0.8658615278948697,-0.9660105787763837
1:1 - circle/ellipse (delta = pi/4),-0.8619006594155748,-0.968013504356832
1:1 - circle/ellipse (delta = pi/4),-0.8578864916795148,-0.9699565687459045
1:1 - circle/ellipse (delta = pi/4),-0.8538192729196563,-0.9718396517860322
1:1 - circle/ellipse (delta = pi/4),-0.8496992546495977,-0.9736626370288456
1:1 - circle/ellipse (delta = pi/4),-0.8455266916480191,-0.9754254117423754
1:1 - circle/ellipse (delta = pi/4),-0.841301841942924,-0.9771278669180242
1:1 - circle/ellipse (delta = pi/4),-0.8370249667956844,-0.9787698972773076
1:1 - circle/ellipse (delta = pi/4),-0.8326963306848861,-0.9803514012783628
1:1 - circle/ellipse (delta = pi/4),-0.8283162012899701,-0.981872281122231
1:1 - circle/ellipse (delta = pi/4),-0.8238848494746832,-0.983332442758902
1:1 - circle/ellipse (delta = pi/4),-0.8194025492703245,-0.9847317958931325
1:1 - circle/ellipse (delta = pi/4),-0.8148695778588035,-0.9860702539900286
1:1 - circle/ellipse (delta = pi/4),-0.8102862155554951,-0.9873477342803975
1:1 - circle/ellipse (delta = pi/4),-0.8056527457919076,-0.9885641577658663
1:1 - circle/ellipse (delta = pi/4),-0.8009694550981566,-0.9897194492237659
1:1 - circle/ellipse (delta = pi/4),-0.7962366330852425,-0.9908135372117844
1:1 - circle/ellipse (delta = pi/4),-0.7914545724271457,-0.9918463540723838
1:1 - circle/ellipse (delta = pi/4),-0.7866235688427237,-0.9928178359369839
1:1 - circle/ellipse (delta = pi/4),-0.7817439210774262,-0.9937279227299133
1:1 - circle/ellipse (delta = pi/4),-0.7768159308848221,-0.9945765581721222
1:1 - circle/ellipse (delta = pi/4),-0.7718399030079359,-0.9953636897846648
1:1 - circle/ellipse (delta = pi/4),-0.7668161451604066,-0.9960892688919428
1:1 - circle/ellipse (delta = pi/4),-0.7617449680074555,-0.9967532506247171
1:1 - circle/ellipse (delta = pi/4),-0.756626685146676,-0.997355593922881
1:1 - circle/ellipse (delta = pi/4),-0.7514616130886431,-0.997896261538
1:1 - circle/ellipse (delta = pi/4),-0.7462500712373369,-0.9983752200356156
1:1 - circle/ellipse (delta = pi/4),-0.7409923818703946,-0.9987924397973121
1:1 - circle/ellipse (delta = pi/4),-0.7356888701191783,-0.9991478950225486
1:1 - circle/ellipse (delta = pi/4),-0.7303398639486693,-0.9994415637302546
1:1 - circle/ellipse (delta = pi/4),-0.7249456941371906,-0.9996734277601886
1:1 - circle/ellipse (delta = pi/4),-0.7195066942559459,-0.9998434727740622
1:1 - circle/ellipse (delta = pi/4),-0.7140232006483983,-0.9999516882564257
1:1 - circle/ellipse (delta = pi/4),-0.7084955524094647,-0.9999980675153191
1:1 - circle/ellipse (delta = pi/4),-0.7029240913645523,-0.9999826076826857
1:1 - circle/ellipse (delta = pi/4),-0.6973091620484158,-0.9999053097145492
1:1 - circle/ellipse (delta = pi/4),-0.6916511116838535,-0.9997661783909552
1:1 - circle/ellipse (delta = pi/4),-0.6859502901602371,-0.9995652223156747
1:1 - circle/ellipse (delta = pi/4),-0.6802070500118708,-0.9993024539156731
1:1 - circle/ellipse (delta = pi/4),-0.674421746396195,-0.9989778894403407
1:1 - circle/ellipse (delta = pi/4),-0.6685947370718206,-0.9985915489604889
1:1 - circle/ellipse (delta = pi/4),-0.6627263823764061,-0.9981434563671079
1:1 - circle/ellipse (delta = pi/4),-0.6568170452043772,-0.9976336393698901
1:1 - circle/ellipse (delta = pi/4),-0.650867090984481,-0.9970621294955166
1:1 - circle/ellipse (delta = pi/4),-0.6448768876571935,-0.9964289620857071
1:1 - circle/ellipse (delta = pi/4),-0.6388468056519617,-0.9957341762950346
1:1 - circle/ellipse (delta = pi/4),-0.6327772178642985,-0.994977815088504
1:1 - circle/ellipse (delta = pi/4),-0.6266684996327254,-0.9941599252388961
1:1 - circle/ellipse (delta = pi/4),-0.6205210287155569,-0.9932805573238733
1:1 - circle/ellipse (delta = pi/4),-0.6143351852675456,-0.9923397657228542
1:1 - circle/ellipse (delta = pi/4),-0.6081113518163694,-0.991337608613649
1:1 - circle/ellipse (delta = pi/4),-0.6018499132389776,-0.9902741479688623
1:1 - circle/ellipse (delta = pi/4),-0.5955512567377932,-0.9891494495520617
1:1 - circle/ellipse (delta = pi/4),-0.5892157718167634,-0.9879635829137099
1:1 - circle/ellipse (delta = pi/4),-0.5828438502572787,-0.9867166213868642
1:1 - circle/ellipse (delta = pi/4),-0.5764358860939403,-0.9854086420826417
1:1 - circle/ellipse (delta = pi/4),-0.5699922755901955,-0.9840397258854502
1:1 - circle/ellipse (delta = pi/4),-0.5635134172138357,-0.9826099574479878
1:1 - circle/ellipse (delta = pi/4),-0.5569997116123498,-0.9811194251860063
1:1 - circle/ellipse (delta = pi/4),-0.5504515615881544,-0.9795682212728449
1:1 - circle/ellipse (delta = pi/4),-0.5438693720736795,-0.9779564416337297
1:1 - circle/ellipse (delta = pi/4),-0.5372535501063327,-0.9762841859398422
1:1 - circle/ellipse (delta = pi/4),-0.5306045048033241,-0.974551557602155
1:1 - circle/ellipse (delta = pi/4),-0.5239226473363687,-0.9727586637650372
1:1 - circle/ellipse (delta = pi/4),-0.5172083909062619,-0.9709056152996295
1:1 - circle/ellipse (delta = pi/4),-0.5104621507173226,-0.9689925267969868
1:1 - circle/ellipse (delta = pi/4),-0.5036843439517229,-0.9670195165609929
1:1 - circle/ellipse (delta = pi/4),-0.49687538974368495,-0.9649867066010442
1:1 - circle/ellipse (delta = pi/4),-0.4900357091535642,-0.9628942226245044
1:1 - circle/ellipse (delta = pi/4),-0.4831657251418135,-0.9607421940289322
1:1 - circle/ellipse (delta = pi/4),-0.4762658625428225,-0.9585307538940777
1:1 - circle/ellipse (delta = pi/4),-0.46933654803865194,-0.9562600389736544
1:1 - circle/ellipse (delta = pi/4),-0.4623782101326431,-0.9539301896868814
1:1 - circle/ellipse (delta = pi/4),-0.45539127912292127,-0.9515413501097999
1:1 - circle/ellipse (delta = pi/4),-0.4483761870757893,-0.9490936679663653
1:1 - circle/ellipse (delta = pi/4),-0.441333367799003,-0.9465872946193097
1:1 - circle/ellipse (delta = pi/4),-0.43426325681495154,-0.9440223850607838
1:1 - circle/ellipse (delta = pi/4),-0.42716629133371925,-0.9413990979027711
1:1 - circle/ellipse (delta = pi/4),-0.4200429102260514,-0.9387175953672792
1:1 - circle/ellipse (delta = pi/4),-0.41289355399621713,-0.9359780432763098
1:1 - circle/ellipse (delta = pi/4),-0.4057186647547635,-0.9331806110416025
1:1 - circle/ellipse (delta = pi/4),-0.398518686191182,-0.93032547165416
1:1 - circle/ellipse (delta = pi/4),-0.39129406354646484,-0.9274128016735488
1:1 - circle/ellipse (delta = pi/4),-0.384045243585578,-0.9244427812169831
1:1 - circle/ellipse (delta = pi/4),-0.376772674569828,-0.9214155939481844
1:1 - circle/ellipse (delta = pi/4),-0.369476806229144,-0.9183314270660247
1:1 - circle/ellipse (delta = pi/4),-0.3621580897342696,-0.9151904712929514
1:1 - circle/ellipse (delta = pi/4),-0.35481697766885706,-0.9119929208631906
1:1 - circle/ellipse (delta = pi/4),-0.3474539240014862,-0.908738973510739
1:1 - circle/ellipse (delta = pi/4),-0.34006938405758574,-0.905428830457133
1:1 - circle/ellipse (delta = pi/4),-0.3326638144912788,-0.9020626963990072
1:1 - circle/ellipse (delta = pi/4),-0.32523767325714625,-0.8986407794954366
1:1 - circle/ellipse (delta = pi/4),-0.3177914195819014,-0.8951632913550622
1:1 - circle/ellipse (delta = pi/4),-0.3103255139359983,-0.8916304470230075
1:1 - circle/ellipse (delta = pi/4),-0.30284041800515077,-0.8880424649675785
1:1 - circle/ellipse (delta = pi/4),-0.29533659466178497,-0.8843995670667543
1:1 - circle/ellipse (delta = pi/4),-0.2878145079364178,-0.8807019785944675
1:1 - circle/ellipse (delta = pi/4),-0.2802746229889559,-0.8769499282066714
1:1 - circle/ellipse (delta = pi/4),-0.27271740607993744,-0.8731436479272024
1:1 - circle/ellipse (delta = pi/4),-0.2651433245416928,-0.8692833731334296
1:1 - circle/ellipse (delta = pi/4),-0.2575528467494478,-0.8653693425417001
1:1 - circle/ellipse (delta = pi/4),-0.24994644209236203,-0.8614017981925786
1:1 - circle/ellipse (delta = pi/4),-0.2423245809444966,-0.8573809854358764
1:1 - circle/ellipse (delta = pi/4),-0.23468773463573323,-0.853307152915483
1:1 - circle/ellipse (delta = pi/4),-0.22703637542262153,-0.849180552553987
1:1 - circle/ellipse (delta = pi/4),-0.21937097645917766,-0.8450014395370983
1:1 - circle/ellipse (delta = pi/4),-0.2116920117676275,-0.8407700722978697
1:1 - circle/ellipse (delta = pi/4),-0.2039999562090874,-0.836486712500712
1:1 - circle/ellipse (delta = pi/4),-0.196295285454206,-0.8321516250252166
1:1 - circle/ellipse (delta = pi/4),-0.18857847595374228,-0.8277650779497716
1:1 - circle/ellipse (delta = pi/4),-0.18085000490910916,-0.8233273425349883
1:1 - circle/ellipse (delta = pi/4),-0.17311035024285767,-0.818838693206923
1:1 - circle/ellipse (delta = pi/4),-0.16535999056912515,-0.8142994075401084
1:1 - circle/ellipse (delta = pi/4),-0.15759940516404075,-0.8097097662403897
1:1 - circle/ellipse (delta = pi/4),-0.14982907393608128,-0.8050700531275627
1:1 - circle/ellipse (delta = pi/4),-0.1420494773964011,-0.8003805551178269
1:1 - circle/ellipse (delta = pi/4),-0.1342610966291115,-0.7956415622060385
1:1 - circle/ellipse (delta = pi/4),-0.12646441326153343,-0.7908533674477801
1:1 - circle/ellipse (delta = pi/4),-0.11865990943441673,-0.7860162669412387
1:1 - circle/ellipse (delta = pi/4),-0.11084806777211882,-0.7811305598088921
1:1 - circle/ellipse (delta = pi/4),-0.10302937135276655,-0.7761965481790161
1:1 - circle/ellipse (delta = pi/4),-0.09520430367837689,-0.7712145371669962
1:1 - circle/ellipse (delta = pi/4),-0.08737334864496019,-0.7661848348564624
1:1 - circle/ellipse (delta = pi/4),-0.0795369905125991,-0.7611077522802383
1:1 - circle/ellipse (delta = pi/4),-0.07169571387549613,-0.7559836034011036
1:1 - circle/ellipse (delta = pi/4),-0.06385000363201372,-0.7508127050923835
1:1 - circle/ellipse (delta = pi/4),-0.056000344954682445,-0.7455953771183491
1:1 - circle/ellipse (delta = pi/4),-0.048147223260200864,-0.7403319421144453
1:1 - circle/ellipse (delta = pi/4),-0.04029112417942046,-0.7350227255673413
1:1 - circle/ellipse (delta = pi/4),-0.032432533527308405,-0.7296680557947983
1:1 - circle/ellipse (delta = pi/4),-0.02457193727291219,-0.7242682639253717
1:1 - circle/ellipse (delta = pi/4),-0.01670982150930065,-0.7188236838779292
1:1 - circle/ellipse (delta = pi/4),-0.008846672423511408,-0.7133346523410063
1:1 - circle/ellipse (delta = pi/4),-0.000982976266479254,-0.7078015087519823
1:1 - circle/ellipse (delta = pi/4),0.006880780677030569,-0.7022245952760905
